Feature Selection Intensity,F1-score
400,0.773275
390,0.773275
380,0.773275
370,0.7748250000000001
360,0.7744500000000001
350,0.774525
340,0.7705500000000001
330,0.7676499999999999
320,0.7712749999999999
310,0.7737
300,0.7684750000000001
290,0.7696500000000001
280,0.7650750000000001
270,0.77105
260,0.769075
250,0.7712749999999999
240,0.7654500000000001
230,0.770675
220,0.7659750000000001
210,0.7712
200,0.7674749999999999
190,0.7705
180,0.7660499999999999
170,0.766525
160,0.765425
150,0.767
140,0.7636499999999999
130,0.7657499999999999
120,0.76745
110,0.7635
100,0.7628
90,0.7592749999999999
80,0.758675
70,0.7544000000000001
60,0.750725
50,0.7449999999999999
40,0.745025
30,0.7483
20,0.7466250000000001
10,0.74065
